E_GRB,T_90,E_aft,t_dec,t_jet_break,d,theta,beta,snr
1.904267806044758e+52,134.60330254890275,1.2186135957653057e+55,1.0443815497006164,375973.08163561736,2972265127.2211146,1.338068374204883,0.9166443245985896,7.96818060815154e-05
4.103919616396303e+47,0.38116266313672936,2.1477290102329162e+52,7.799875489511977,61490.31606252824,326888701.5365677,1.0341146546883586,0.9931420261525997,2.2564935956373737e-06
3.555371915431606e+46,245.86017905735875,6.278202025622179e+50,13.740821410565424,40964.35891269015,88360945.64477038,1.307121670160241,0.903570364330931,2.463807182420142e-07
1.2356501289330573e+51,0.23810007113113293,3.968139197729841e+53,0.4350150111059905,583390.6370263001,666047131.9524232,1.061405286047598,0.9781707606936071,6.410863729506594e-05
6.734387280924068e+54,43.85732793211517,8.858589552961826e+51,63.42583189260315,96288.37258789159,6637577418.985,1.4544053365881189,0.9636907090244539,0.021918264441156205
3.380049668922899e+49,1.040000086150325,2.8265382749684843e+55,0.09427605849356827,24830.057546858534,197984489.67503437,1.1892989012435273,0.9385421934228774,0.009566201092087298
2.663079087491195e+49,176.531667212951,1.8156838275607612e+53,1.805048921890084,694761.703555509,354666645.7144132,1.420283893369406,0.9268184741929553,1.225304896608434e-06
8.557903378411967e+54,0.1705546810047094,1.3738258329575797e+51,3.2747741201284244,35970.26012706582,2739473502.2521553,1.2205374878711805,0.9504809377007519,0.09152199503968873
1.853428850401087e+51,53.402253623214946,7.260676998339934e+55,0.022029671110178943,16330.83009289945,1685000154.826018,1.2653397218882483,0.9905344529629491,0.00478403112865018
2.3673972893993367e+46,1.273892590916159,3.441337037724424e+51,268.4212152097383,153091.6188000615,51501881.02631203,1.0950235298216642,0.916125272775995,7.0932873168766e-07
2.7464039599470747e+47,11.60147100454663,1.0492888462765172e+50,154.49070491727315,166136.55261626965,217132977.4980995,1.3825758874916059,0.9796269798504987,3.51025918466028e-08
2.8418003126477543e+52,6.692493874099808,2.4660790896392317e+54,0.053310516105896155,13531.634086596325,6052223879.733112,1.0030435705561085,0.9052894643574291,0.00013978335055944192
5.581476963308195e+53,110.28963159774548,4.6898505850527286e+52,33.522834942066275,70715.39874347804,722630939.3966585,1.5383509342779824,0.9371395070454794,0.009870318597292916
2.295567439253516e+48,0.3115727396740841,5.564231107452774e+54,0.24576789730391352,318133.56577601493,81442063.74240075,1.123897197651035,0.9618560603576153,0.00039459232415114037
2.0005417972390197e+49,25.90687605502703,2.7868279950361346e+52,0.1150335912434961,47330.31852784104,58683237.159,1.3320410916785124,0.9841584390292041,1.943078663802425e-05
6.94457706078265e+52,1.8527751740080287,9.218414063587993e+54,70.79554742199615,504925.4564126365,2076047463.3685565,1.0369746648865656,0.9100372332624138,0.000946572424587275
8.964240067950061e+51,429.9911310430934,3.918982037470605e+50,0.44394989178291827,111261.81711843907,4360960325.375275,1.487275644225246,0.9450042771163596,6.362151827835758e-06
8.029458059092424e+47,0.14811276647915445,6.5442620484254536e+53,18.350626466791358,21488.613798276157,623805543.4579402,1.1660855410917785,0.9697271274159205,8.959497252397793e-05
5.210401563341061e+46,81.09553800035157,2.174548523016541e+55,7.644948110149928,10194.411742775852,141332362.72788852,1.4529485272153697,0.9315024162492547,0.020703253123935353
7.766356812596141e+50,0.6868409855521859,1.1690138557344554e+52,0.7819524894252173,226619.7030260016,1166015184.755894,1.1967844128652132,0.9550832983874022,2.0027628683472235e-05
8.015717630349991e+53,14.286847876776179,2.735931078419303e+53,524.5701967435634,433947.98223528836,7517669040.9795685,1.2898129537488696,0.9984250812113112,0.0032612498038905634
3.08292531045677e+50,2.938348418785077,9.21343337158273e+50,0.01139993157704016,53274.892456654685,245427071.17713526,1.069992787754739,0.9239889466953536,3.668057881454187e-05
1.0837505303428624e+50,17.645365260787003,1.7204053342920988e+55,40.357861564266145,122284.1199243702,978203445.199945,1.2415742828941363,0.9955389043877829,0.0002680653823785709
2.2767260054503914e+54,3.6074553679535533,2.315075923349526e+52,0.30255184544880925,20453.61064902625,119855447.58748162,1.4349223388978805,0.9205621141127593,0.44610993574798213
5.331179046521073e+50,75.1740029509229,1.2295952198559772e+54,185.95561479618564,29251.30331545479,293926332.2761443,1.1060642917929435,0.9341999455985851,0.0002492655716179986
7.602183826969789e+46,0.6381792302340762,3.277636639547881e+50,0.06563937383543623,854465.3122627935,8906848476.537016,1.2874319791820172,0.9586417267170309,2.545691419532751e-10
1.2134293749232435e+48,348.60325720124166,9.581162774509895e+51,0.037573542430842315,298732.4898667929,2486352356.438434,1.0212324756795061,0.9484978893840053,2.3725536491827538e-08
5.9377073319715304e+51,0.12035956882671803,4.0038835327424767e+55,447.717755768439,75319.08529599836,69525708.69854692,1.398057624694862,0.9725136520382679,0.012317777727025237
2.044163288387549e+53,27.984045930392494,7.602331382321413e+50,3.0792402295161483,12482.494098942458,523339058.9924314,1.1362312844724318,0.9805303182049132,0.011939753388342106
6.789747989544772e+48,1.9893997735971691,5.071659913445443e+53,5.461248514126144,180176.5394204455,3698192459.202424,1.566590290191098,0.9074326338390709,8.915808842813631e-07
5.6605114892340456e+48,155.03790036796926,2.5815404817877716e+51,884.8617330056086,26426.24730082477,5104818779.092653,1.055779074571525,0.9406308910254327,3.819381408338169e-08
2.261307344290532e+53,0.43901404915557746,1.51838526946967e+53,0.018798796248207184,90459.72950565326,181183335.3782417,1.3469566878262724,0.9646412974516533,0.03479938401217433
3.74624166929564e+52,7.248020974811514,6.423142454376962e+51,12.89335311258086,632086.2185942406,95970702.71296038,1.1788823396399997,0.9759939957691398,0.012429301933807578
2.085431990985464e+47,4.156212843727874,6.030959532457695e+55,1.2896891693180064,37792.57120277505,860795365.8035129,1.514577775351024,0.9026726995168892,0.0022629283069940053
1.8819047735738222e+46,38.077998813993936,2.03463504797279e+54,0.5404104356161501,57756.915845391806,3228240979.463452,1.2174120470788246,0.9876992647891971,2.0305130842935268e-05
2.335190166823324e+51,0.9029240042148723,1.945296492468955e+50,22.84995076774678,400106.98013333714,422469081.28860307,1.4679233485265113,0.9127477749441254,0.000124512544197028
3.627708583552211e+54,283.22655080581114,4.559927558924221e+54,0.1400538065128131,241321.6034158003,43440798.745299526,1.0807809166269082,0.9294818862514157,0.4967766232960531
6.272684732531078e+49,0.2742781416985161,8.636089132746597e+52,88.13804798464703,9572.021479209345,1405992186.885306,1.3123328138508463,0.9539949892483021,1.0466933419417325e-05
7.215574502253329e+49,13.159635689992326,1.4779547329562963e+54,0.07054825172463935,157589.66110257801,263213343.7544643,1.1823591050926519,0.9641824704710802,6.441791230838786e-05
3.423861689138183e+54,2.6124274366440936,1.7532877345890279e+50,167.35224622799288,14754.900407313231,7316812624.358173,1.508114795083137,0.9380576639295883,0.010779854109551068
2.4002176877192782e+51,97.47599093899036,3.3346541491646e+54,0.2721750482381842,67076.2658547297,1236999550.4427278,1.053370768326527,0.9032881628508466,7.191899684482302e-05
1.6863953938861517e+46,0.7968753648405196,7.83656316581574e+52,43.362565429105985,346899.07740857603,139035979.7387711,1.3530280488548356,0.9784698662471717,2.665055978198634e-06
1.879445857876716e+47,452.50114433573003,2.2945834146741666e+51,6.0720682455181905,732481.7836313781,581462992.0814646,1.0877978810989937,0.9171135081822459,8.819142289919248e-09
3.8287071065100447e+52,0.15044806878683717,1.0877124830919937e+53,2.865736538997451,32986.352500627065,4479118411.146164,1.31134823868304,0.9926277650779572,0.0002614701919386978
