# Theta(rad) Phi(rad) Memory(strain)
6.499846869496124224e-01 2.129893324467656335e+00 2.592339272127354028e-26
6.499846869496124224e-01 2.236387990691039107e+00 1.727863320309941606e-26
6.499846869496124224e-01 2.342882656914421879e+00 8.403191498374927450e-27
6.499846869496124224e-01 2.449377323137804652e+00 -7.085635634622529521e-28
6.499846869496124224e-01 2.555871989361187424e+00 -9.420035326680740961e-27
6.499846869496124224e-01 2.662366655584570196e+00 -1.703006045408404705e-26
6.499846869496124224e-01 2.768861321807952969e+00 -2.308506994243534120e-26
6.499846869496124224e-01 2.875355988031336185e+00 -2.778675120794278145e-26
6.499846869496124224e-01 2.981850654254718958e+00 -3.090247986985275653e-26
6.499846869496124224e-01 3.088345320478101730e+00 -3.243234668734930614e-26
6.499846869496124224e-01 3.194839986701484502e+00 -3.228846664372022105e-26
6.499846869496124224e-01 3.301334652924867274e+00 -3.027369059518320044e-26
6.499846869496124224e-01 3.407829319148250047e+00 -2.647975717120426731e-26
6.499846869496124224e-01 3.514323985371632819e+00 -2.125527503358253881e-26
6.499846869496124224e-01 3.620818651595015591e+00 -1.462168989269309282e-26
6.499846869496124224e-01 3.727313317818398364e+00 -6.882678196057138398e-27
6.499846869496124224e-01 3.833807984041781136e+00 1.789219861987191991e-27
6.499846869496124224e-01 3.940302650265163908e+00 1.075013943689268026e-26
6.499846869496124224e-01 4.046797316488547125e+00 1.978008614954371304e-26
6.499846869496124224e-01 4.153291982711929897e+00 2.837982440224479607e-26
6.499846869496124224e-01 4.259786648935312670e+00 3.606392706439466515e-26
6.499846869496124224e-01 4.366281315158695442e+00 4.270205194628053375e-26
6.499846869496124224e-01 4.472775981382078214e+00 4.765121696480476121e-26
6.499846869496124224e-01 4.579270647605460987e+00 5.088936003484283924e-26
6.499846869496124224e-01 4.685765313828843759e+00 5.223869507386552417e-26
6.499846869496124224e-01 4.792259980052226531e+00 5.147489563201305131e-26
6.499846869496124224e-01 4.898754646275609304e+00 4.917708834965202704e-26
6.499846869496124224e-01 5.005249312498992076e+00 4.513641294128928825e-26
6.499846869496124224e-01 5.111743978722374848e+00 3.951572156637371557e-26
6.499846869496124224e-01 5.218238644945757621e+00 3.227316785436366593e-26
6.499846869496124224e-01 5.324733311169140393e+00 2.412817525266000628e-26
6.499846869496124224e-01 5.431227977392523165e+00 1.573200272693811509e-26
6.499846869496124224e-01 5.537722643615905938e+00 6.949580022358179495e-27
6.499846869496124224e-01 5.644217309839288710e+00 -1.680705267285546199e-27
6.499846869496124224e-01 5.750711976062672370e+00 -9.689461900211133711e-27
6.499846869496124224e-01 5.857206642286055143e+00 -1.667720141419065574e-26
6.499846869496124224e-01 5.963701308509437915e+00 -2.261282377068122764e-26
6.499846869496124224e-01 6.070195974732820687e+00 -2.730998266886640400e-26
6.499846869496124224e-01 6.176690640956203460e+00 -3.002189368261453522e-26
6.499846869496124224e-01 6.283185307179586232e+00 -3.109181846758924480e-26
7.583154681078810855e-01 0.000000000000000000e+00 -3.165302602901423904e-26
7.583154681078810855e-01 1.064946662233828140e-01 -3.086332346269010299e-26
7.583154681078810855e-01 2.129893324467656279e-01 -2.804388678822494014e-26
7.583154681078810855e-01 3.194839986701484280e-01 -2.349515433610614394e-26
7.583154681078810855e-01 4.259786648935312559e-01 -1.728061384191786479e-26
7.583154681078810855e-01 5.324733311169140837e-01 -9.587456409969604181e-27
7.583154681078810855e-01 6.389679973402968560e-01 -9.589933429144973427e-28
7.583154681078810855e-01 7.454626635636797394e-01 8.580207658684025975e-27
7.583154681078810855e-01 8.519573297870625117e-01 1.868697392059644137e-26
7.583154681078810855e-01 9.584519960104452840e-01 2.886593777578206907e-26
7.583154681078810855e-01 1.064946662233828167e+00 3.845909339607432696e-26
7.583154681078810855e-01 1.171441328457210940e+00 4.701683407172749617e-26
7.583154681078810855e-01 1.277935994680593712e+00 5.332498331823430405e-26
7.583154681078810855e-01 1.384430660903976484e+00 5.819299190079413614e-26
7.583154681078810855e-01 1.490925327127359479e+00 6.120586103810689644e-26
7.583154681078810855e-01 1.597419993350742251e+00 6.168681369342885746e-26
7.583154681078810855e-01 1.703914659574125023e+00 5.974673916185523755e-26
7.583154681078810855e-01 1.810409325797507796e+00 5.568032789482564884e-26
7.583154681078810855e-01 1.916903992020890568e+00 4.928371807432678630e-26
7.583154681078810855e-01 2.023398658244273562e+00 4.198872750401173502e-26
7.583154681078810855e-01 2.129893324467656335e+00 3.316091372764617925e-26
7.583154681078810855e-01 2.236387990691039107e+00 2.323739982620303619e-26
7.583154681078810855e-01 2.342882656914421879e+00 1.330527503966003357e-26
7.583154681078810855e-01 2.449377323137804652e+00 3.260024811975484883e-27
7.583154681078810855e-01 2.555871989361187424e+00 -6.151250516656369723e-27
7.583154681078810855e-01 2.662366655584570196e+00 -1.478006703964195279e-26
7.583154681078810855e-01 2.768861321807952969e+00 -2.187842443654561869e-26
7.583154681078810855e-01 2.875355988031336185e+00 -2.712138381423105510e-26
7.583154681078810855e-01 2.981850654254718958e+00 -3.050996340973358658e-26
7.583154681078810855e-01 3.088345320478101730e+00 -3.224750449654685624e-26
7.583154681078810855e-01 3.194839986701484502e+00 -3.217350567334348328e-26
7.583154681078810855e-01 3.301334652924867274e+00 -2.994569029869527267e-26
7.583154681078810855e-01 3.407829319148250047e+00 -2.589212183519947471e-26
7.583154681078810855e-01 3.514323985371632819e+00 -2.011149232072596827e-26
7.583154681078810855e-01 3.620818651595015591e+00 -1.278784145818362547e-26
7.583154681078810855e-01 3.727313317818398364e+00 -4.178359695128918698e-27
7.583154681078810855e-01 3.833807984041781136e+00 5.377630980637469573e-27
7.583154681078810855e-01 3.940302650265163908e+00 1.555944555799524337e-26
7.583154681078810855e-01 4.046797316488547125e+00 2.548426493904519339e-26
7.583154681078810855e-01 4.153291982711929897e+00 3.499900514412506611e-26
7.583154681078810855e-01 4.259786648935312670e+00 4.367351112410971085e-26
7.583154681078810855e-01 4.366281315158695442e+00 5.117908758667077470e-26
7.583154681078810855e-01 4.472775981382078214e+00 5.683390445231661837e-26
7.583154681078810855e-01 4.579270647605460987e+00 6.021062679278451402e-26
7.583154681078810855e-01 4.685765313828843759e+00 6.180494871449592605e-26
7.583154681078810855e-01 4.792259980052226531e+00 6.101942316023768893e-26
7.583154681078810855e-01 4.898754646275609304e+00 5.834828555132882880e-26
7.583154681078810855e-01 5.005249312498992076e+00 5.400264428177491664e-26
7.583154681078810855e-01 5.111743978722374848e+00 4.750103799285973412e-26
7.583154681078810855e-01 5.218238644945757621e+00 3.940132580540759491e-26
7.583154681078810855e-01 5.324733311169140393e+00 3.046278641088842544e-26
7.583154681078810855e-01 5.431227977392523165e+00 2.092580486483709672e-26
7.583154681078810855e-01 5.537722643615905938e+00 1.104600887963870471e-26
7.583154681078810855e-01 5.644217309839288710e+00 1.567373175591284630e-27
7.583154681078810855e-01 5.750711976062672370e+00 -7.290843780755502517e-27
7.583154681078810855e-01 5.857206642286055143e+00 -1.516167252470945710e-26
7.583154681078810855e-01 5.963701308509437915e+00 -2.189735299369491598e-26
7.583154681078810855e-01 6.070195974732820687e+00 -2.725176168769266939e-26
7.583154681078810855e-01 6.176690640956203460e+00 -3.048018173971211230e-26
7.583154681078810855e-01 6.283185307179586232e+00 -3.165302602901422756e-26
8.666462492661498596e-01 0.000000000000000000e+00 -2.890797610751474436e-26
8.666462492661498596e-01 1.064946662233828140e-01 -2.795434065476748379e-26
8.666462492661498596e-01 2.129893324467656279e-01 -2.481389297324505336e-26
8.666462492661498596e-01 3.194839986701484280e-01 -1.988655630010807772e-26
8.666462492661498596e-01 4.259786648935312559e-01 -1.331393258606756659e-26
8.666462492661498596e-01 5.324733311169140837e-01 -5.275776811775334232e-27
8.666462492661498596e-01 6.389679973402968560e-01 3.916904480573208504e-27
8.666462492661498596e-01 7.454626635636797394e-01 1.398820655343018739e-26
8.666462492661498596e-01 8.519573297870625117e-01 2.465437581060048779e-26
8.666462492661498596e-01 9.584519960104452840e-01 3.552850942771902141e-26
8.666462492661498596e-01 1.064946662233828167e+00 4.574087741047570136e-26
8.666462492661498596e-01 1.171441328457210940e+00 5.460946793859257261e-26
8.666462492661498596e-01 1.277935994680593712e+00 6.153380143543962826e-26
8.666462492661498596e-01 1.384430660903976484e+00 6.661756875469376915e-26
8.666462492661498596e-01 1.490925327127359479e+00 6.973731927470785770e-26
8.666462492661498596e-01 1.597419993350742251e+00 7.018140931531623521e-26
8.666462492661498596e-01 1.703914659574125023e+00 6.837298205224550566e-26
8.666462492661498596e-01 1.810409325797507796e+00 6.367648435173018633e-26
8.666462492661498596e-01 1.916903992020890568e+00 5.712884483530555358e-26
8.666462492661498596e-01 2.023398658244273562e+00 4.904507303257985546e-26
8.666462492661498596e-01 2.129893324467656335e+00 3.951475423519187733e-26
8.666462492661498596e-01 2.236387990691039107e+00 2.927592778576366474e-26
8.666462492661498596e-01 2.342882656914421879e+00 1.864752462449293583e-26
8.666462492661498596e-01 2.449377323137804652e+00 8.281745743865021943e-27
8.666462492661498596e-01 2.555871989361187424e+00 -1.478687049693139426e-27
8.666462492661498596e-01 2.662366655584570196e+00 -1.018189119924121833e-26
8.666462492661498596e-01 2.768861321807952969e+00 -1.760768066483044407e-26
8.666462492661498596e-01 2.875355988031336185e+00 -2.342794267354941793e-26
8.666462492661498596e-01 2.981850654254718958e+00 -2.726045752781841126e-26
8.666462492661498596e-01 3.088345320478101730e+00 -2.919554418667314315e-26
8.666462492661498596e-01 3.194839986701484502e+00 -2.909095479653019415e-26
8.666462492661498596e-01 3.301334652924867274e+00 -2.675959366871487073e-26
8.666462492661498596e-01 3.407829319148250047e+00 -2.237945181512198833e-26
8.666462492661498596e-01 3.514323985371632819e+00 -1.631947239167986328e-26
8.666462492661498596e-01 3.620818651595015591e+00 -8.589175401062411115e-27
8.666462492661498596e-01 3.727313317818398364e+00 2.197862555602840051e-28
8.666462492661498596e-01 3.833807984041781136e+00 1.003050984728682408e-26
8.666462492661498596e-01 3.940302650265163908e+00 2.044080392161867579e-26
8.666462492661498596e-01 4.046797316488547125e+00 3.125643819651624839e-26
8.666462492661498596e-01 4.153291982711929897e+00 4.135985072537921932e-26
8.666462492661498596e-01 4.259786648935312670e+00 5.043811398260709698e-26
8.666462492661498596e-01 4.366281315158695442e+00 5.826610564608249034e-26
8.666462492661498596e-01 4.472775981382078214e+00 6.424274712207530885e-26
8.666462492661498596e-01 4.579270647605460987e+00 6.817054725431444114e-26
8.666462492661498596e-01 4.685765313828843759e+00 6.979516364381834443e-26
8.666462492661498596e-01 4.792259980052226531e+00 6.920523573543504779e-26
8.666462492661498596e-01 4.898754646275609304e+00 6.646114615239700197e-26
8.666462492661498596e-01 5.005249312498992076e+00 6.164959297433300073e-26
8.666462492661498596e-01 5.111743978722374848e+00 5.498100738089562226e-26
8.666462492661498596e-01 5.218238644945757621e+00 4.643397528124581096e-26
8.666462492661498596e-01 5.324733311169140393e+00 3.681335529912524952e-26
8.666462492661498596e-01 5.431227977392523165e+00 2.650471636245547278e-26
8.666462492661498596e-01 5.537722643615905938e+00 1.619171383553740122e-26
8.666462492661498596e-01 5.644217309839288710e+00 6.237836797484173983e-27
8.666462492661498596e-01 5.750711976062672370e+00 -2.969519887207169373e-27
8.666462492661498596e-01 5.857206642286055143e+00 -1.137637158501232009e-26
8.666462492661498596e-01 5.963701308509437915e+00 -1.862712264622193481e-26
8.666462492661498596e-01 6.070195974732820687e+00 -2.409483633410992037e-26
8.666462492661498596e-01 6.176690640956203460e+00 -2.758302341558142229e-26
8.666462492661498596e-01 6.283185307179586232e+00 -2.890797610751474436e-26
9.749770304244186336e-01 0.000000000000000000e+00 -2.379908435496480251e-26
9.749770304244186336e-01 1.064946662233828140e-01 -2.278397957942103479e-26
9.749770304244186336e-01 2.129893324467656279e-01 -1.960659866728532652e-26
9.749770304244186336e-01 3.194839986701484280e-01 -1.444223814253827260e-26
9.749770304244186336e-01 4.259786648935312559e-01 -7.602301208078320426e-27
9.749770304244186336e-01 5.324733311169140837e-01 5.415092436719200375e-28
9.749770304244186336e-01 6.389679973402968560e-01 9.794875212907940088e-27
9.749770304244186336e-01 7.454626635636797394e-01 1.971534680571134252e-26
9.749770304244186336e-01 8.519573297870625117e-01 3.023780963918368727e-26
9.749770304244186336e-01 9.584519960104452840e-01 4.080081006410975388e-26
9.749770304244186336e-01 1.064946662233828167e+00 5.081950546713190971e-26
9.749770304244186336e-01 1.171441328457210940e+00 5.971824418381805815e-26
9.749770304244186336e-01 1.277935994680593712e+00 6.700216084135243483e-26
9.749770304244186336e-01 1.384430660903976484e+00 7.222091674810448145e-26
9.749770304244186336e-01 1.490925327127359479e+00 7.562854428461922361e-26
9.749770304244186336e-01 1.597419993350742251e+00 7.608142002484525934e-26
9.749770304244186336e-01 1.703914659574125023e+00 7.404341335503522735e-26
9.749770304244186336e-01 1.810409325797507796e+00 6.932542120618643442e-26
9.749770304244186336e-01 1.916903992020890568e+00 6.295154880203936060e-26
9.749770304244186336e-01 2.023398658244273562e+00 5.490205040477520448e-26
9.749770304244186336e-01 2.129893324467656335e+00 4.513560559408099557e-26
9.749770304244186336e-01 2.236387990691039107e+00 3.470849881443122039e-26
9.749770304244186336e-01 2.342882656914421879e+00 2.432014080098738782e-26
9.749770304244186336e-01 2.449377323137804652e+00 1.393973124769538905e-26
9.749770304244186336e-01 2.555871989361187424e+00 4.417506580946533300e-27
9.749770304244186336e-01 2.662366655584570196e+00 -4.229990503125236647e-27
9.749770304244186336e-01 2.768861321807952969e+00 -1.174212538247995225e-26
9.749770304244186336e-01 2.875355988031336185e+00 -1.771066250705900705e-26
9.749770304244186336e-01 2.981850654254718958e+00 -2.177039582897781711e-26
9.749770304244186336e-01 3.088345320478101730e+00 -2.375017555864721679e-26
9.749770304244186336e-01 3.194839986701484502e+00 -2.357187503910872502e-26
9.749770304244186336e-01 3.301334652924867274e+00 -2.119376555618605376e-26
9.749770304244186336e-01 3.407829319148250047e+00 -1.679340712560820021e-26
9.749770304244186336e-01 3.514323985371632819e+00 -1.059720934763848870e-26
9.749770304244186336e-01 3.620818651595015591e+00 -2.940235942064431580e-27
9.749770304244186336e-01 3.727313317818398364e+00 5.990758658000325215e-27
9.749770304244186336e-01 3.833807984041781136e+00 1.546998164417662891e-26
9.749770304244186336e-01 3.940302650265163908e+00 2.560116406903156716e-26
9.749770304244186336e-01 4.046797316488547125e+00 3.609483814290748095e-26
9.749770304244186336e-01 4.153291982711929897e+00 4.614208378290205146e-26
9.749770304244186336e-01 4.259786648935312670e+00 5.560241009093273882e-26
9.749770304244186336e-01 4.366281315158695442e+00 6.375211815676052651e-26
9.749770304244186336e-01 4.472775981382078214e+00 6.989690950355686757e-26
9.749770304244186336e-01 4.579270647605460987e+00 7.381421771491404795e-26
9.749770304244186336e-01 4.685765313828843759e+00 7.577593569549993398e-26
9.749770304244186336e-01 4.792259980052226531e+00 7.507081398713639349e-26
9.749770304244186336e-01 4.898754646275609304e+00 7.216070803049547934e-26
9.749770304244186336e-01 5.005249312498992076e+00 6.722587462062126464e-26
9.749770304244186336e-01 5.111743978722374848e+00 6.027662646217664547e-26
9.749770304244186336e-01 5.218238644945757621e+00 5.153539243691078740e-26
9.749770304244186336e-01 5.324733311169140393e+00 4.167284368759872832e-26
9.749770304244186336e-01 5.431227977392523165e+00 3.159640755393389123e-26
9.749770304244186336e-01 5.537722643615905938e+00 2.151071291689923042e-26
9.749770304244186336e-01 5.644217309839288710e+00 1.186470795758600709e-26
9.749770304244186336e-01 5.750711976062672370e+00 2.595241181708913805e-27
9.749770304244186336e-01 5.857206642286055143e+00 -6.007701242471171644e-27
9.749770304244186336e-01 5.963701308509437915e+00 -1.330750267363797513e-26
9.749770304244186336e-01 6.070195974732820687e+00 -1.900993184017948754e-26
9.749770304244186336e-01 6.176690640956203460e+00 -2.251748410334660557e-26
9.749770304244186336e-01 6.283185307179586232e+00 -2.379908435496480538e-26
1.083307811582687297e+00 0.000000000000000000e+00 -1.763756747556339245e-26
1.083307811582687297e+00 1.064946662233828140e-01 -1.665474911544442160e-26
1.083307811582687297e+00 2.129893324467656279e-01 -1.339616868327284221e-26
1.083307811582687297e+00 3.194839986701484280e-01 -8.277157064936568265e-27
1.083307811582687297e+00 4.259786648935312559e-01 -1.474985715668986069e-27
1.083307811582687297e+00 5.324733311169140837e-01 6.632669917697753153e-27
1.083307811582687297e+00 6.389679973402968560e-01 1.554374683771953764e-26
1.083307811582687297e+00 7.454626635636797394e-01 2.491544187907715576e-26
1.083307811582687297e+00 8.519573297870625117e-01 3.491566303374016879e-26
1.083307811582687297e+00 9.584519960104452840e-01 4.516082158100820389e-26
1.083307811582687297e+00 1.064946662233828167e+00 5.508344215019456046e-26
1.083307811582687297e+00 1.171441328457210940e+00 6.388574377444806578e-26
1.083307811582687297e+00 1.277935994680593712e+00 7.125325158279832438e-26
1.083307811582687297e+00 1.384430660903976484e+00 7.682773847735808385e-26
1.083307811582687297e+00 1.490925327127359479e+00 8.042078988968234477e-26
1.083307811582687297e+00 1.597419993350742251e+00 8.133622733850725823e-26
1.083307811582687297e+00 1.703914659574125023e+00 7.904131268687587515e-26
1.083307811582687297e+00 1.810409325797507796e+00 7.419914994968524522e-26
1.083307811582687297e+00 1.916903992020890568e+00 6.761083033253734595e-26
1.083307811582687297e+00 2.023398658244273562e+00 5.960925232108752921e-26
1.083307811582687297e+00 2.129893324467656335e+00 4.996450754506455233e-26
1.083307811582687297e+00 2.236387990691039107e+00 3.971782271663659964e-26
1.083307811582687297e+00 2.342882656914421879e+00 2.940117592611887138e-26
1.083307811582687297e+00 2.449377323137804652e+00 1.960481406406872592e-26
1.083307811582687297e+00 2.555871989361187424e+00 1.047814809254849530e-26
1.083307811582687297e+00 2.662366655584570196e+00 1.952098706640739192e-27
1.083307811582687297e+00 2.768861321807952969e+00 -5.431064835912568921e-27
1.083307811582687297e+00 2.875355988031336185e+00 -1.139892003917082364e-26
1.083307811582687297e+00 2.981850654254718958e+00 -1.553415905551274860e-26
1.083307811582687297e+00 3.088345320478101730e+00 -1.758346483558727644e-26
1.083307811582687297e+00 3.194839986701484502e+00 -1.743181189832363651e-26
1.083307811582687297e+00 3.301334652924867274e+00 -1.509871535935484304e-26
1.083307811582687297e+00 3.407829319148250047e+00 -1.066853015694603189e-26
1.083307811582687297e+00 3.514323985371632819e+00 -4.450556143775805672e-27
1.083307811582687297e+00 3.620818651595015591e+00 3.081941736425735848e-27
1.083307811582687297e+00 3.727313317818398364e+00 1.157544200533254066e-26
1.083307811582687297e+00 3.833807984041781136e+00 2.074068749632009886e-26
1.083307811582687297e+00 3.940302650265163908e+00 3.027165025873020882e-26
1.083307811582687297e+00 4.046797316488547125e+00 4.037934062960775986e-26
1.083307811582687297e+00 4.153291982711929897e+00 5.044720682235115436e-26
1.083307811582687297e+00 4.259786648935312670e+00 5.995763126265948260e-26
1.083307811582687297e+00 4.366281315158695442e+00 6.828948847451293897e-26
1.083307811582687297e+00 4.472775981382078214e+00 7.463934696882532307e-26
1.083307811582687297e+00 4.579270647605460987e+00 7.872406093345621192e-26
1.083307811582687297e+00 4.685765313828843759e+00 8.079444131639062655e-26
1.083307811582687297e+00 4.792259980052226531e+00 8.009353522982685920e-26
1.083307811582687297e+00 4.898754646275609304e+00 7.712734210665482711e-26
1.083307811582687297e+00 5.005249312498992076e+00 7.214597543262657083e-26
1.083307811582687297e+00 5.111743978722374848e+00 6.494156708948283736e-26
1.083307811582687297e+00 5.218238644945757621e+00 5.613020286710180237e-26
1.083307811582687297e+00 5.324733311169140393e+00 4.630245844645386007e-26
1.083307811582687297e+00 5.431227977392523165e+00 3.631719314507662906e-26
1.083307811582687297e+00 5.537722643615905938e+00 2.668499151867495177e-26
1.083307811582687297e+00 5.644217309839288710e+00 1.740173209074579510e-26
1.083307811582687297e+00 5.750711976062672370e+00 8.144780607674537089e-27
1.083307811582687297e+00 5.857206642286055143e+00 -1.553839047562406351e-28
1.083307811582687297e+00 5.963701308509437915e+00 -7.326150988126399145e-27
1.083307811582687297e+00 6.070195974732820687e+00 -1.289828369574989627e-26
1.083307811582687297e+00 6.176690640956203460e+00 -1.638576964496435530e-26
1.083307811582687297e+00 6.283185307179586232e+00 -1.763756747556339245e-26
1.191638592740956071e+00 0.000000000000000000e+00 -1.154138841516340185e-26
1.191638592740956071e+00 1.064946662233828140e-01 -1.056370548306542440e-26
1.191638592740956071e+00 2.129893324467656279e-01 -7.409003361317804666e-27
1.191638592740956071e+00 3.194839986701484280e-01 -2.347313105044235363e-27
1.191638592740956071e+00 4.259786648935312559e-01 4.300419942457892463e-27
1.191638592740956071e+00 5.324733311169140837e-01 1.213637742909920338e-26
1.191638592740956071e+00 6.389679973402968560e-01 2.064683908475479230e-26
1.191638592740956071e+00 7.454626635636797394e-01 2.977337380731645230e-26
1.191638592740956071e+00 8.519573297870625117e-01 3.939764679064999740e-26
1.191638592740956071e+00 9.584519960104452840e-01 4.936400584226431141e-26
1.191638592740956071e+00 1.064946662233828167e+00 5.900354571929086337e-26
1.191638592740956071e+00 1.171441328457210940e+00 6.768418884938165155e-26
1.191638592740956071e+00 1.277935994680593712e+00 7.496909389872351044e-26
1.191638592740956071e+00 1.384430660903976484e+00 8.062190716230986132e-26
1.191638592740956071e+00 1.490925327127359479e+00 8.416959446962478251e-26
1.191638592740956071e+00 1.597419993350742251e+00 8.500194304955835539e-26
1.191638592740956071e+00 1.703914659574125023e+00 8.288820899337449298e-26
1.191638592740956071e+00 1.810409325797507796e+00 7.826950601287694121e-26
1.191638592740956071e+00 1.916903992020890568e+00 7.165751029492602029e-26
1.191638592740956071e+00 2.023398658244273562e+00 6.364869377518798169e-26
1.191638592740956071e+00 2.129893324467656335e+00 5.424204441767107033e-26
1.191638592740956071e+00 2.236387990691039107e+00 4.439242043435942918e-26
1.191638592740956071e+00 2.342882656914421879e+00 3.432678316698980000e-26
1.191638592740956071e+00 2.449377323137804652e+00 2.480859148611197810e-26
1.191638592740956071e+00 2.555871989361187424e+00 1.593012446446017114e-26
1.191638592740956071e+00 2.662366655584570196e+00 7.781263149026172991e-27
1.191638592740956071e+00 2.768861321807952969e+00 4.754156652260951700e-28
1.191638592740956071e+00 2.875355988031336185e+00 -5.342501895196772377e-27
1.191638592740956071e+00 2.981850654254718958e+00 -9.412463207668917881e-27
1.191638592740956071e+00 3.088345320478101730e+00 -1.143267472034689404e-26
1.191638592740956071e+00 3.194839986701484502e+00 -1.131815369732472945e-26
1.191638592740956071e+00 3.301334652924867274e+00 -9.028824869424825244e-27
1.191638592740956071e+00 3.407829319148250047e+00 -4.715459317218729121e-27
1.191638592740956071e+00 3.514323985371632819e+00 1.305392499936779222e-27
1.191638592740956071e+00 3.620818651595015591e+00 8.588275137258483575e-27
1.191638592740956071e+00 3.727313317818398364e+00 1.679306969292400310e-26
1.191638592740956071e+00 3.833807984041781136e+00 2.552724656317423479e-26
1.191638592740956071e+00 3.940302650265163908e+00 3.478896962840217173e-26
1.191638592740956071e+00 4.046797316488547125e+00 4.462198544214633836e-26
1.191638592740956071e+00 4.153291982711929897e+00 5.453103187884326862e-26
1.191638592740956071e+00 4.259786648935312670e+00 6.399626867168709807e-26
1.191638592740956071e+00 4.366281315158695442e+00 7.231564144729467363e-26
1.191638592740956071e+00 4.472775981382078214e+00 7.895477268625243303e-26
1.191638592740956071e+00 4.579270647605460987e+00 8.294746781465793178e-26
1.191638592740956071e+00 4.685765313828843759e+00 8.484662795952932477e-26
1.191638592740956071e+00 4.792259980052226531e+00 8.425983775751701139e-26
1.191638592740956071e+00 4.898754646275609304e+00 8.133370088610055174e-26
1.191638592740956071e+00 5.005249312498992076e+00 7.614917061897928636e-26
1.191638592740956071e+00 5.111743978722374848e+00 6.892035354890670562e-26
1.191638592740956071e+00 5.218238644945757621e+00 6.017341258104313590e-26
1.191638592740956071e+00 5.324733311169140393e+00 5.060304700035978216e-26
1.191638592740956071e+00 5.431227977392523165e+00 4.081509152956454132e-26
1.191638592740956071e+00 5.537722643615905938e+00 3.137750663318873085e-26
1.191638592740956071e+00 5.644217309839288710e+00 2.217906959188856539e-26
1.191638592740956071e+00 5.750711976062672370e+00 1.338062973432984956e-26
1.191638592740956071e+00 5.857206642286055143e+00 5.361731672378106739e-27
1.191638592740956071e+00 5.963701308509437915e+00 -1.550087192915387520e-27
1.191638592740956071e+00 6.070195974732820687e+00 -6.905801593151615806e-27
1.191638592740956071e+00 6.176690640956203460e+00 -1.027759587838920744e-26
1.191638592740956071e+00 6.283185307179586232e+00 -1.154138841516340185e-26
1.299969373899224845e+00 0.000000000000000000e+00 -6.259301072904853787e-27
1.299969373899224845e+00 1.064946662233828140e-01 -5.274909277878298597e-27
1.299969373899224845e+00 2.129893324467656279e-01 -2.212361938110855660e-27
1.299969373899224845e+00 3.194839986701484280e-01 2.681637072262461949e-27
1.299969373899224845e+00 4.259786648935312559e-01 9.125102902376583498e-27
1.299969373899224845e+00 5.324733311169140837e-01 1.669838938738430620e-26
1.299969373899224845e+00 6.389679973402968560e-01 2.507121706642727375e-26
1.299969373899224845e+00 7.454626635636797394e-01 3.386876851774709953e-26
1.299969373899224845e+00 8.519573297870625117e-01 4.319593954585349488e-26
1.299969373899224845e+00 9.584519960104452840e-01 5.272647179117352551e-26
1.299969373899224845e+00 1.064946662233828167e+00 6.211359000449353449e-26
1.299969373899224845e+00 1.171441328457210940e+00 7.070039214657754845e-26
1.299969373899224845e+00 1.277935994680593712e+00 7.776709347813695623e-26
1.299969373899224845e+00 1.384430660903976484e+00 8.341829695308379359e-26
1.299969373899224845e+00 1.490925327127359479e+00 8.703595956600801882e-26
1.299969373899224845e+00 1.597419993350742251e+00 8.763144904840555406e-26
1.299969373899224845e+00 1.703914659574125023e+00 8.560104531553644705e-26
1.299969373899224845e+00 1.810409325797507796e+00 8.115128168939046608e-26
1.299969373899224845e+00 1.916903992020890568e+00 7.463151665622544091e-26
1.299969373899224845e+00 2.023398658244273562e+00 6.672652617026447553e-26
1.299969373899224845e+00 2.129893324467656335e+00 5.761060629389447505e-26
1.299969373899224845e+00 2.236387990691039107e+00 4.806868536609867216e-26
1.299969373899224845e+00 2.342882656914421879e+00 3.843897000850634126e-26
1.299969373899224845e+00 2.449377323137804652e+00 2.921421703253413605e-26
1.299969373899224845e+00 2.555871989361187424e+00 2.056284964100822458e-26
1.299969373899224845e+00 2.662366655584570196e+00 1.253257771191433906e-26
1.299969373899224845e+00 2.768861321807952969e+00 5.589548626400171838e-27
1.299969373899224845e+00 2.875355988031336185e+00 -9.248617202639999855e-29
1.299969373899224845e+00 2.981850654254718958e+00 -4.038005888789728534e-27
1.299969373899224845e+00 3.088345320478101730e+00 -6.030687321525585270e-27
1.299969373899224845e+00 3.194839986701484502e+00 -5.947093838814676115e-27
1.299969373899224845e+00 3.301334652924867274e+00 -3.780394176461617781e-27
1.299969373899224845e+00 3.407829319148250047e+00 3.289729525869628448e-28
1.299969373899224845e+00 3.514323985371632819e+00 6.094359091461690447e-27
1.299969373899224845e+00 3.620818651595015591e+00 1.310122186093012929e-26
1.299969373899224845e+00 3.727313317818398364e+00 2.103894591200083396e-26
1.299969373899224845e+00 3.833807984041781136e+00 2.954913681331390853e-26
1.299969373899224845e+00 3.940302650265163908e+00 3.851382194995384704e-26
1.299969373899224845e+00 4.046797316488547125e+00 4.805503425870535283e-26
1.299969373899224845e+00 4.153291982711929897e+00 5.782110244629991422e-26
1.299969373899224845e+00 4.259786648935312670e+00 6.726115531994112345e-26
1.299969373899224845e+00 4.366281315158695442e+00 7.556037144850949166e-26
1.299969373899224845e+00 4.472775981382078214e+00 8.197638690965534326e-26
1.299969373899224845e+00 4.579270647605460987e+00 8.604997882956752313e-26
