# Theta(rad) Phi(rad) Memory(strain)
6.922153304519882422e-01 3.695991357164462587e-01 -2.175860949657851242e-26
6.922153304519882422e-01 4.223990122473671449e-01 -1.869790296204140236e-26
6.922153304519882422e-01 4.751988887782880311e-01 -1.528558365583693279e-26
6.922153304519882422e-01 5.279987653092089728e-01 -1.151267665418704935e-26
6.922153304519882422e-01 5.807986418401298589e-01 -7.526658001708529502e-27
6.922153304519882422e-01 6.335985183710507451e-01 -3.411476900646478182e-27
6.922153304519882422e-01 6.863983949019716313e-01 8.969067421630910348e-28
6.922153304519882422e-01 7.391982714328925175e-01 5.396940104805798996e-27
6.922153304519882422e-01 7.919981479638134036e-01 1.003351928789457444e-26
6.922153304519882422e-01 8.447980244947342898e-01 1.484981091356304132e-26
6.922153304519882422e-01 8.975979010256551760e-01 1.955191461249684494e-26
6.922153304519882422e-01 9.503977775565760622e-01 2.420558722192328361e-26
6.922153304519882422e-01 1.003197654087496948e+00 2.887111423706639629e-26
6.922153304519882422e-01 1.055997530618417946e+00 3.309787128246839456e-26
6.922153304519882422e-01 1.108797407149338721e+00 3.718721835423695124e-26
6.922153304519882422e-01 1.161597283680259718e+00 4.059950064477257445e-26
6.922153304519882422e-01 1.214397160211180493e+00 4.380502215616507765e-26
6.922153304519882422e-01 1.267197036742101490e+00 4.665415274457154501e-26
6.922153304519882422e-01 1.319996913273022265e+00 4.904026352291239937e-26
6.922153304519882422e-01 1.372796789803943263e+00 5.122604579283004616e-26
6.922153304519882422e-01 1.425596666334864038e+00 5.297318185345089973e-26
6.922153304519882422e-01 1.478396542865785035e+00 5.423451131535853250e-26
6.922153304519882422e-01 1.531196419396705810e+00 5.489526639261956045e-26
6.922153304519882422e-01 1.583996295927626807e+00 5.503740515459805466e-26
6.922153304519882422e-01 1.636796172458547582e+00 5.449794996546080382e-26
6.922153304519882422e-01 1.689596048989468580e+00 5.349541413326863981e-26
6.922153304519882422e-01 1.742395925520389577e+00 5.204998635948107516e-26
6.922153304519882422e-01 1.795195802051310352e+00 5.013606351641917202e-26
6.922153304519882422e-01 1.847995678582231349e+00 4.785024011603124023e-26
6.922153304519882422e-01 1.900795555113152124e+00 4.488697699850277421e-26
6.922153304519882422e-01 1.953595431644073122e+00 4.157326857956401918e-26
6.922153304519882422e-01 2.006395308174993897e+00 3.814799850958105966e-26
6.922153304519882422e-01 2.059195184705914894e+00 3.448251648739087068e-26
6.922153304519882422e-01 2.111995061236835891e+00 3.030217187153377808e-26
6.922153304519882422e-01 2.164794937767756444e+00 2.576153645806644190e-26
6.922153304519882422e-01 2.217594814298677441e+00 2.117212756518210604e-26
6.922153304519882422e-01 2.270394690829598439e+00 1.659121013123722396e-26
6.922153304519882422e-01 2.323194567360519436e+00 1.196432854487406006e-26
6.922153304519882422e-01 2.375994443891439989e+00 7.296481753711798359e-27
6.922153304519882422e-01 2.428794320422360986e+00 2.584827739404956121e-27
6.922153304519882422e-01 2.481594196953281983e+00 -2.120769844536785171e-27
6.922153304519882422e-01 2.534394073484202980e+00 -6.665141849569514349e-27
6.922153304519882422e-01 2.587193950015123978e+00 -1.097822124489910338e-26
6.922153304519882422e-01 2.639993826546044531e+00 -1.492015568122589498e-26
6.922153304519882422e-01 2.692793703076965528e+00 -1.856412073556248163e-26
6.922153304519882422e-01 2.745593579607886525e+00 -2.171595808327081869e-26
6.922153304519882422e-01 2.798393456138807522e+00 -2.457377493050458566e-26
6.922153304519882422e-01 2.851193332669728076e+00 -2.698787961862301775e-26
6.922153304519882422e-01 2.903993209200649073e+00 -2.895631910091991012e-26
6.922153304519882422e-01 2.956793085731570070e+00 -3.058872827453434379e-26
6.922153304519882422e-01 3.009592962262491067e+00 -3.183297726529917395e-26
6.922153304519882422e-01 3.062392838793411620e+00 -3.260554831077678956e-26
6.922153304519882422e-01 3.115192715324332617e+00 -3.305499775063291180e-26
6.922153304519882422e-01 3.167992591855253615e+00 -3.301370712559696495e-26
6.922153304519882422e-01 3.220792468386174612e+00 -3.244236785641784421e-26
6.922153304519882422e-01 3.273592344917095165e+00 -3.131966318396471757e-26
6.922153304519882422e-01 3.326392221448016162e+00 -2.977040821169931545e-26
6.922153304519882422e-01 3.379192097978937159e+00 -2.779860773033661561e-26
6.922153304519882422e-01 3.431991974509858156e+00 -2.549958178909044669e-26
6.922153304519882422e-01 3.484791851040779154e+00 -2.277423005288468255e-26
6.922153304519882422e-01 3.537591727571699707e+00 -1.970189538097428624e-26
6.922153304519882422e-01 3.590391604102620704e+00 -1.635385153140125716e-26
6.922153304519882422e-01 3.643191480633541701e+00 -1.261003224677757269e-26
6.922153304519882422e-01 3.695991357164462698e+00 -8.607947163065014633e-27
6.922153304519882422e-01 3.748791233695383252e+00 -4.239556606340437555e-27
6.922153304519882422e-01 3.801591110226304249e+00 2.321555588355680601e-28
6.922153304519882422e-01 3.854390986757225246e+00 4.888119321493229805e-27
6.922153304519882422e-01 3.907190863288146243e+00 9.540349023294522018e-27
6.922153304519882422e-01 3.959990739819066796e+00 1.432010980443697989e-26
6.922153304519882422e-01 4.012790616349987793e+00 1.900586587551577225e-26
6.922153304519882422e-01 4.065590492880908791e+00 2.360686511507504984e-26
6.922153304519882422e-01 4.118390369411829788e+00 2.809816786336573747e-26
6.922153304519882422e-01 4.171190245942750785e+00 3.239515786459748723e-26
6.922153304519882422e-01 4.223990122473671782e+00 3.655227158842815809e-26
6.922153304519882422e-01 4.276789999004592779e+00 4.038912563096976322e-26
6.922153304519882422e-01 4.329589875535512888e+00 4.397763901296250266e-26
6.922153304519882422e-01 4.382389752066433886e+00 4.711940808739120663e-26
6.922153304519882422e-01 4.435189628597354883e+00 4.982692427753780934e-26
6.922153304519882422e-01 4.487989505128275880e+00 5.204101262012836933e-26
6.922153304519882422e-01 4.540789381659196877e+00 5.370965722584132119e-26
6.922153304519882422e-01 4.593589258190117874e+00 5.495302991780707267e-26
6.922153304519882422e-01 4.646389134721038872e+00 5.579550477672333710e-26
6.922153304519882422e-01 4.699189011251959869e+00 5.611961038989276864e-26
6.922153304519882422e-01 4.751988887782879978e+00 5.580706222347143044e-26
6.922153304519882422e-01 4.804788764313800975e+00 5.509551039096563302e-26
6.922153304519882422e-01 4.857588640844721972e+00 5.419573072080300243e-26
6.922153304519882422e-01 4.910388517375642969e+00 5.255204498183176582e-26
6.922153304519882422e-01 4.963188393906563967e+00 5.051800360228685889e-26
6.922153304519882422e-01 5.015988270437484964e+00 4.821736611584664614e-26
6.922153304519882422e-01 5.068788146968405961e+00 4.534368581083526996e-26
6.922153304519882422e-01 5.121588023499326958e+00 4.206473398782705659e-26
6.922153304519882422e-01 5.174387900030247955e+00 3.843960782481271766e-26
6.922153304519882422e-01 5.227187776561168064e+00 3.449216032059983494e-26
6.922153304519882422e-01 5.279987653092089062e+00 3.035625722468710677e-26
6.922153304519882422e-01 5.332787529623010059e+00 2.605380744792629933e-26
6.922153304519882422e-01 5.385587406153931056e+00 2.170519809851039685e-26
6.922153304519882422e-01 5.438387282684852053e+00 1.707002080549021535e-26
6.922153304519882422e-01 5.491187159215773050e+00 1.245372808837168741e-26
6.922153304519882422e-01 5.543987035746694048e+00 7.877105903817168097e-27
6.922153304519882422e-01 5.596786912277615045e+00 3.382235455016671394e-27
6.922153304519882422e-01 5.649586788808535154e+00 -1.001044332655914089e-27
6.922153304519882422e-01 5.702386665339456151e+00 -5.291707302316478655e-27
6.922153304519882422e-01 5.755186541870377148e+00 -9.315134905419394670e-27
6.922153304519882422e-01 5.807986418401298145e+00 -1.309870500983374089e-26
6.922153304519882422e-01 5.860786294932219143e+00 -1.664988169210986003e-26
6.922153304519882422e-01 5.913586171463140140e+00 -1.984424533833028337e-26
6.922153304519882422e-01 5.966386047994061137e+00 -2.274870744722022833e-26
6.922153304519882422e-01 6.019185924524982134e+00 -2.549808017224783542e-26
6.922153304519882422e-01 6.071985801055903131e+00 -2.786502209048611392e-26
6.922153304519882422e-01 6.124785677586823240e+00 -2.946754181001592341e-26
6.922153304519882422e-01 6.177585554117744238e+00 -3.061311175650334438e-26
6.922153304519882422e-01 6.230385430648665235e+00 -3.137833892793178001e-26
6.922153304519882422e-01 6.283185307179586232e+00 -3.168909553223774960e-26
7.454626635636797394e-01 0.000000000000000000e+00 -3.180032595759733478e-26
7.454626635636797394e-01 5.279987653092089311e-02 -3.166612024176282936e-26
7.454626635636797394e-01 1.055997530618417862e-01 -3.102206006968642434e-26
7.454626635636797394e-01 1.583996295927626863e-01 -2.987590753383042389e-26
7.454626635636797394e-01 2.111995061236835725e-01 -2.830937392646007125e-26
7.454626635636797394e-01 2.639993826546044864e-01 -2.632278906250937592e-26
7.454626635636797394e-01 3.167992591855253726e-01 -2.388791163255477761e-26
7.454626635636797394e-01 3.695991357164462587e-01 -2.107151284238376937e-26
7.454626635636797394e-01 4.223990122473671449e-01 -1.783792927145530475e-26
7.454626635636797394e-01 4.751988887782880311e-01 -1.420159261305616153e-26
7.454626635636797394e-01 5.279987653092089728e-01 -1.035082762793026605e-26
7.454626635636797394e-01 5.807986418401298589e-01 -6.221642382078396256e-27
7.454626635636797394e-01 6.335985183710507451e-01 -1.895937554002736320e-27
7.454626635636797394e-01 6.863983949019716313e-01 2.671938184816412150e-27
7.454626635636797394e-01 7.391982714328925175e-01 7.454023673846800863e-27
7.454626635636797394e-01 7.919981479638134036e-01 1.234705860205627721e-26
7.454626635636797394e-01 8.447980244947342898e-01 1.739376442428667231e-26
7.454626635636797394e-01 8.975979010256551760e-01 2.243124552352667179e-26
7.454626635636797394e-01 9.503977775565760622e-01 2.731998560222689001e-26
7.454626635636797394e-01 1.003197654087496948e+00 3.220919090788673877e-26
7.454626635636797394e-01 1.055997530618417946e+00 3.688943011325361858e-26
7.454626635636797394e-01 1.108797407149338721e+00 4.142150378453845422e-26
7.454626635636797394e-01 1.161597283680259718e+00 4.531351405142458347e-26
7.454626635636797394e-01 1.214397160211180493e+00 4.867883621397508472e-26
7.454626635636797394e-01 1.267197036742101490e+00 5.169098376111591748e-26
7.454626635636797394e-01 1.319996913273022265e+00 5.430294937158177518e-26
7.454626635636797394e-01 1.372796789803943263e+00 5.658989047971786860e-26
7.454626635636797394e-01 1.425596666334864038e+00 5.840311192279068365e-26
7.454626635636797394e-01 1.478396542865785035e+00 5.976446168927069742e-26
7.454626635636797394e-01 1.531196419396705810e+00 6.049176079474882379e-26
7.454626635636797394e-01 1.583996295927626807e+00 6.056361055558555594e-26
7.454626635636797394e-01 1.636796172458547582e+00 5.997271025910114397e-26
7.454626635636797394e-01 1.689596048989468580e+00 5.891555393482113268e-26
7.454626635636797394e-01 1.742395925520389577e+00 5.738398905718163865e-26
7.454626635636797394e-01 1.795195802051310352e+00 5.525857538330306881e-26
7.454626635636797394e-01 1.847995678582231349e+00 5.246519411357697473e-26
7.454626635636797394e-01 1.900795555113152124e+00 4.928370925179331379e-26
7.454626635636797394e-01 1.953595431644073122e+00 4.591157120920427109e-26
7.454626635636797394e-01 2.006395308174993897e+00 4.231481553775708602e-26
7.454626635636797394e-01 2.059195184705914894e+00 3.843320258161565482e-26
7.454626635636797394e-01 2.111995061236835891e+00 3.395726252488907500e-26
7.454626635636797394e-01 2.164794937767756444e+00 2.916131856591290333e-26
7.454626635636797394e-01 2.217594814298677441e+00 2.427718016071677348e-26
7.454626635636797394e-01 2.270394690829598439e+00 1.940034163968865745e-26
7.454626635636797394e-01 2.323194567360519436e+00 1.450824193661116701e-26
7.454626635636797394e-01 2.375994443891439989e+00 9.623371868698394883e-27
7.454626635636797394e-01 2.428794320422360986e+00 4.638036742821752874e-27
7.454626635636797394e-01 2.481594196953281983e+00 -1.772681943469474636e-28
7.454626635636797394e-01 2.534394073484202980e+00 -4.788346962111340307e-27
7.454626635636797394e-01 2.587193950015123978e+00 -9.244206319788819561e-27
7.454626635636797394e-01 2.639993826546044531e+00 -1.353642223824708681e-26
7.454626635636797394e-01 2.692793703076965528e+00 -1.731546819811524380e-26
7.454626635636797394e-01 2.745593579607886525e+00 -2.080273473412350799e-26
7.454626635636797394e-01 2.798393456138807522e+00 -2.385138078453788185e-26
7.454626635636797394e-01 2.851193332669728076e+00 -2.642570736612760630e-26
7.454626635636797394e-01 2.903993209200649073e+00 -2.844788130078298489e-26
7.454626635636797394e-01 2.956793085731570070e+00 -3.011724791459936626e-26
7.454626635636797394e-01 3.009592962262491067e+00 -3.136968350192081361e-26
7.454626635636797394e-01 3.062392838793411620e+00 -3.221768624080859229e-26
7.454626635636797394e-01 3.115192715324332617e+00 -3.271248042448755846e-26
7.454626635636797394e-01 3.167992591855253615e+00 -3.265254525834054722e-26
7.454626635636797394e-01 3.220792468386174612e+00 -3.203911453507985399e-26
7.454626635636797394e-01 3.273592344917095165e+00 -3.099895139941017961e-26
7.454626635636797394e-01 3.326392221448016162e+00 -2.939780764146194766e-26
7.454626635636797394e-01 3.379192097978937159e+00 -2.737451738206619689e-26
7.454626635636797394e-01 3.431991974509858156e+00 -2.499641280467079058e-26
7.454626635636797394e-01 3.484791851040779154e+00 -2.213186100124455161e-26
7.454626635636797394e-01 3.537591727571699707e+00 -1.895488534894617736e-26
7.454626635636797394e-01 3.590391604102620704e+00 -1.534258790635685895e-26
7.454626635636797394e-01 3.643191480633541701e+00 -1.143286505574131520e-26
7.454626635636797394e-01 3.695991357164462698e+00 -7.166581818811674575e-27
7.454626635636797394e-01 3.748791233695383252e+00 -2.710085101909546248e-27
7.454626635636797394e-01 3.801591110226304249e+00 1.992724695738497185e-27
7.454626635636797394e-01 3.854390986757225246e+00 6.775196015737426579e-27
7.454626635636797394e-01 3.907190863288146243e+00 1.182914703435495684e-26
7.454626635636797394e-01 3.959990739819066796e+00 1.684906271493064002e-26
7.454626635636797394e-01 4.012790616349987793e+00 2.176697685860203040e-26
7.454626635636797394e-01 4.065590492880908791e+00 2.650139657189269796e-26
7.454626635636797394e-01 4.118390369411829788e+00 3.122744574647135532e-26
7.454626635636797394e-01 4.171190245942750785e+00 3.577348581942048162e-26
7.454626635636797394e-01 4.223990122473671782e+00 4.001908706925897492e-26
7.454626635636797394e-01 4.276789999004592779e+00 4.405083165221116901e-26
7.454626635636797394e-01 4.329589875535512888e+00 4.781125439166896857e-26
7.454626635636797394e-01 4.382389752066433886e+00 5.113642012159915877e-26
7.454626635636797394e-01 4.435189628597354883e+00 5.397484877448250374e-26
7.454626635636797394e-01 4.487989505128275880e+00 5.641747015960166914e-26
7.454626635636797394e-01 4.540789381659196877e+00 5.817290316587031781e-26
7.454626635636797394e-01 4.593589258190117874e+00 5.947774811169669983e-26
7.454626635636797394e-01 4.646389134721038872e+00 6.039703094229881070e-26
7.454626635636797394e-01 4.699189011251959869e+00 6.070370021856601870e-26
7.454626635636797394e-01 4.751988887782879978e+00 6.042408856311876490e-26
7.454626635636797394e-01 4.804788764313800975e+00 5.975789932458687068e-26
7.454626635636797394e-01 4.857588640844721972e+00 5.863282453973777574e-26
7.454626635636797394e-01 4.910388517375642969e+00 5.711479632025125151e-26
7.454626635636797394e-01 4.963188393906563967e+00 5.503379628424668691e-26
7.454626635636797394e-01 5.015988270437484964e+00 5.255698005379025819e-26
7.454626635636797394e-01 5.068788146968405961e+00 4.941768425577115018e-26
7.454626635636797394e-01 5.121588023499326958e+00 4.587078761146124937e-26
7.454626635636797394e-01 5.174387900030247955e+00 4.210785455962416265e-26
7.454626635636797394e-01 5.227187776561168064e+00 3.789346659585651115e-26
7.454626635636797394e-01 5.279987653092089062e+00 3.362270979488409274e-26
7.454626635636797394e-01 5.332787529623010059e+00 2.905457323564231125e-26
7.454626635636797394e-01 5.385587406153931056e+00 2.446650497338596722e-26
7.454626635636797394e-01 5.438387282684852053e+00 1.967710025717632950e-26
7.454626635636797394e-01 5.491187159215773050e+00 1.478843580858785765e-26
7.454626635636797394e-01 5.543987035746694048e+00 9.917351980869505630e-27
7.454626635636797394e-01 5.596786912277615045e+00 5.202351891437055273e-27
7.454626635636797394e-01 5.649586788808535154e+00 5.894922260672963626e-28
7.454626635636797394e-01 5.702386665339456151e+00 -3.864060734048079497e-27
7.454626635636797394e-01 5.755186541870377148e+00 -8.017766687850961358e-27
7.454626635636797394e-01 5.807986418401298145e+00 -1.203516584590590355e-26
7.454626635636797394e-01 5.860786294932219143e+00 -1.577193691297954326e-26
7.454626635636797394e-01 5.913586171463140140e+00 -1.917009890837995942e-26
7.454626635636797394e-01 5.966386047994061137e+00 -2.228209883927552916e-26
7.454626635636797394e-01 6.019185924524982134e+00 -2.505369256805404351e-26
7.454626635636797394e-01 6.071985801055903131e+00 -2.748979023557885974e-26
7.454626635636797394e-01 6.124785677586823240e+00 -2.938579365667616978e-26
7.454626635636797394e-01 6.177585554117744238e+00 -3.063597459415896685e-26
7.454626635636797394e-01 6.230385430648665235e+00 -3.144511672796184007e-26
7.454626635636797394e-01 6.283185307179586232e+00 -3.180032595759733478e-26
7.987099966753711255e-01 0.000000000000000000e+00 -3.089286822373491849e-26
7.987099966753711255e-01 5.279987653092089311e-02 -3.070592037911077702e-26
7.987099966753711255e-01 1.055997530618417862e-01 -3.005681965389925549e-26
7.987099966753711255e-01 1.583996295927626863e-01 -2.887233123945937732e-26
7.987099966753711255e-01 2.111995061236835725e-01 -2.718563565095445976e-26
7.987099966753711255e-01 2.639993826546044864e-01 -2.506984195300096167e-26
7.987099966753711255e-01 3.167992591855253726e-01 -2.257475125515796311e-26
7.987099966753711255e-01 3.695991357164462587e-01 -1.969013821457331719e-26
7.987099966753711255e-01 4.223990122473671449e-01 -1.634969478613762804e-26
7.987099966753711255e-01 4.751988887782880311e-01 -1.259822716131241423e-26
7.987099966753711255e-01 5.279987653092089728e-01 -8.641484605183695364e-27
7.987099966753711255e-01 5.807986418401298589e-01 -4.406154749780586069e-27
7.987099966753711255e-01 6.335985183710507451e-01 1.936354728505326128e-28
7.987099966753711255e-01 6.863983949019716313e-01 4.971527165304671118e-27
7.987099966753711255e-01 7.391982714328925175e-01 9.888748349737256044e-27
7.987099966753711255e-01 7.919981479638134036e-01 1.497565602486019393e-26
7.987099966753711255e-01 8.447980244947342898e-01 2.015134162104173896e-26
7.987099966753711255e-01 8.975979010256551760e-01 2.546308150302068644e-26
7.987099966753711255e-01 9.503977775565760622e-01 3.068023392190432927e-26
7.987099966753711255e-01 1.003197654087496948e+00 3.563168922051546419e-26
7.987099966753711255e-01 1.055997530618417946e+00 4.047131868446324328e-26
7.987099966753711255e-01 1.108797407149338721e+00 4.512421147450336180e-26
7.987099966753711255e-01 1.161597283680259718e+00 4.937221671363252815e-26
7.987099966753711255e-01 1.214397160211180493e+00 5.301986014182061735e-26
7.987099966753711255e-01 1.267197036742101490e+00 5.615851452931338732e-26
7.987099966753711255e-01 1.319996913273022265e+00 5.892658269873010185e-26
7.987099966753711255e-01 1.372796789803943263e+00 6.128883761841256424e-26
7.987099966753711255e-01 1.425596666334864038e+00 6.315998291074131215e-26
7.987099966753711255e-01 1.478396542865785035e+00 6.453277412473612034e-26
7.987099966753711255e-01 1.531196419396705810e+00 6.531095756539684466e-26
7.987099966753711255e-01 1.583996295927626807e+00 6.531651697573925460e-26
7.987099966753711255e-01 1.636796172458547582e+00 6.476225160994756901e-26
7.987099966753711255e-01 1.689596048989468580e+00 6.369092754131899588e-26
7.987099966753711255e-01 1.742395925520389577e+00 6.210761472890384613e-26
7.987099966753711255e-01 1.795195802051310352e+00 5.969916944443837231e-26
7.987099966753711255e-01 1.847995678582231349e+00 5.683203054475272003e-26
7.987099966753711255e-01 1.900795555113152124e+00 5.347838329909632593e-26
7.987099966753711255e-01 1.953595431644073122e+00 4.991869126446486756e-26
7.987099966753711255e-01 2.006395308174993897e+00 4.608768180873710557e-26
7.987099966753711255e-01 2.059195184705914894e+00 4.193337518920913957e-26
7.987099966753711255e-01 2.111995061236835891e+00 3.728837473841438962e-26
7.987099966753711255e-01 2.164794937767756444e+00 3.238544436774082287e-26
7.987099966753711255e-01 2.217594814298677441e+00 2.729985963736062085e-26
7.987099966753711255e-01 2.270394690829598439e+00 2.212872600520642180e-26
7.987099966753711255e-01 2.323194567360519436e+00 1.718338227763759716e-26
7.987099966753711255e-01 2.375994443891439989e+00 1.207965330964512643e-26
7.987099966753711255e-01 2.428794320422360986e+00 7.007206349435971442e-27
7.987099966753711255e-01 2.481594196953281983e+00 2.119840926321348813e-27
7.987099966753711255e-01 2.534394073484202980e+00 -2.644362043393804275e-27
7.987099966753711255e-01 2.587193950015123978e+00 -7.241086223022304946e-27
7.987099966753711255e-01 2.639993826546044531e+00 -1.158007226667411214e-26
7.987099966753711255e-01 2.692793703076965528e+00 -1.563994525095665618e-26
7.987099966753711255e-01 2.745593579607886525e+00 -1.920922172433387929e-26
7.987099966753711255e-01 2.798393456138807522e+00 -2.226853985621325466e-26
7.987099966753711255e-01 2.851193332669728076e+00 -2.506663378552350132e-26
7.987099966753711255e-01 2.903993209200649073e+00 -2.716942298880610507e-26
7.987099966753711255e-01 2.956793085731570070e+00 -2.893374890621943831e-26
7.987099966753711255e-01 3.009592962262491067e+00 -3.027037651566528776e-26
7.987099966753711255e-01 3.062392838793411620e+00 -3.123367614296720851e-26
7.987099966753711255e-01 3.115192715324332617e+00 -3.173551767743469502e-26
7.987099966753711255e-01 3.167992591855253615e+00 -3.169334734630758864e-26
7.987099966753711255e-01 3.220792468386174612e+00 -3.110309185364517144e-26
7.987099966753711255e-01 3.273592344917095165e+00 -2.999125793386205069e-26
7.987099966753711255e-01 3.326392221448016162e+00 -2.831034888120058892e-26
7.987099966753711255e-01 3.379192097978937159e+00 -2.621161929458384820e-26
7.987099966753711255e-01 3.431991974509858156e+00 -2.374335380000107972e-26
7.987099966753711255e-01 3.484791851040779154e+00 -2.079569648756921267e-26
7.987099966753711255e-01 3.537591727571699707e+00 -1.750043656969713176e-26
7.987099966753711255e-01 3.590391604102620704e+00 -1.377284424850050135e-26
7.987099966753711255e-01 3.643191480633541701e+00 -9.742781017182535809e-27
7.987099966753711255e-01 3.695991357164462698e+00 -5.431797919801717754e-27
7.987099966753711255e-01 3.748791233695383252e+00 -9.209461311256051180e-28
7.987099966753711255e-01 3.801591110226304249e+00 3.945300625853352266e-27
7.987099966753711255e-01 3.854390986757225246e+00 8.976244724146439298e-27
7.987099966753711255e-01 3.907190863288146243e+00 1.408359902577274030e-26
7.987099966753711255e-01 3.959990739819066796e+00 1.928756843530385212e-26
7.987099966753711255e-01 4.012790616349987793e+00 2.456566074092268833e-26
7.987099966753711255e-01 4.065590492880908791e+00 2.929383940171997525e-26
7.987099966753711255e-01 4.118390369411829788e+00 3.428740783618846547e-26
7.987099966753711255e-01 4.171190245942750785e+00 3.905158316044854342e-26
7.987099966753711255e-01 4.223990122473671782e+00 4.354935358753543843e-26
7.987099966753711255e-01 4.276789999004592779e+00 4.772033274413197854e-26
7.987099966753711255e-01 4.329589875535512888e+00 5.156884037765257300e-26
7.987099966753711255e-01 4.382389752066433886e+00 5.496592119302573353e-26
7.987099966753711255e-01 4.435189628597354883e+00 5.794047361191811254e-26
7.987099966753711255e-01 4.487989505128275880e+00 6.058624774928829905e-26
7.987099966753711255e-01 4.540789381659196877e+00 6.254155660888139702e-26
7.987099966753711255e-01 4.593589258190117874e+00 6.390034774998254517e-26
7.987099966753711255e-01 4.646389134721038872e+00 6.481166277561870988e-26
7.987099966753711255e-01 4.699189011251959869e+00 6.506286747631944855e-26
7.987099966753711255e-01 4.751988887782879978e+00 6.485290005200355899e-26
7.987099966753711255e-01 4.804788764313800975e+00 6.415010110457240299e-26
7.987099966753711255e-01 4.857588640844721972e+00 6.300270125181135522e-26
7.987099966753711255e-01 4.910388517375642969e+00 6.135771878045546407e-26
7.987099966753711255e-01 4.963188393906563967e+00 5.915552109888732766e-26
7.987099966753711255e-01 5.015988270437484964e+00 5.648134004037445089e-26
7.987099966753711255e-01 5.068788146968405961e+00 5.335342039594870979e-26
7.987099966753711255e-01 5.121588023499326958e+00 4.981012545648283958e-26
7.987099966753711255e-01 5.174387900030247955e+00 4.588823147511205937e-26
7.987099966753711255e-01 5.227187776561168064e+00 4.149450060067078238e-26
7.987099966753711255e-01 5.279987653092089062e+00 3.696285956604353627e-26
7.987099966753711255e-01 5.332787529623010059e+00 3.220897456870508461e-26
7.987099966753711255e-01 5.385587406153931056e+00 2.733492420546080590e-26
7.987099966753711255e-01 5.438387282684852053e+00 2.224801522650996177e-26
7.987099966753711255e-01 5.491187159215773050e+00 1.718596306165843393e-26
7.987099966753711255e-01 5.543987035746694048e+00 1.223368295680945346e-26
7.987099966753711255e-01 5.596786912277615045e+00 7.427340870078111416e-27
7.987099966753711255e-01 5.649586788808535154e+00 2.729167513379884345e-27
7.987099966753711255e-01 5.702386665339456151e+00 -1.871279227207133795e-27
7.987099966753711255e-01 5.755186541870377148e+00 -6.315162358107948134e-27
7.987099966753711255e-01 5.807986418401298145e+00 -1.039045706688861290e-26
7.987099966753711255e-01 5.860786294932219143e+00 -1.420527323361814132e-26
7.987099966753711255e-01 5.913586171463140140e+00 -1.787471356031722718e-26
7.987099966753711255e-01 5.966386047994061137e+00 -2.115035473409088920e-26
7.987099966753711255e-01 6.019185924524982134e+00 -2.407476851097324280e-26
7.987099966753711255e-01 6.071985801055903131e+00 -2.649529334516153993e-26
7.987099966753711255e-01 6.124785677586823240e+00 -2.837157491277002275e-26
7.987099966753711255e-01 6.177585554117744238e+00 -2.973731781935570183e-26
7.987099966753711255e-01 6.230385430648665235e+00 -3.055807025507037753e-26
7.987099966753711255e-01 6.283185307179586232e+00 -3.089286822373491849e-26
8.519573297870625117e-01 0.000000000000000000e+00 -2.940108196365096631e-26
8.519573297870625117e-01 5.279987653092089311e-02 -2.918863844205362132e-26
8.519573297870625117e-01 1.055997530618417862e-01 -2.848477885273488040e-26
8.519573297870625117e-01 1.583996295927626863e-01 -2.718066602630977272e-26
8.519573297870625117e-01 2.111995061236835725e-01 -2.545692686962625927e-26
8.519573297870625117e-01 2.639993826546044864e-01 -2.328213153022515576e-26
8.519573297870625117e-01 3.167992591855253726e-01 -2.067321324259058272e-26
8.519573297870625117e-01 3.695991357164462587e-01 -1.754630602594190727e-26
8.519573297870625117e-01 4.223990122473671449e-01 -1.424476224460405691e-26
8.519573297870625117e-01 4.751988887782880311e-01 -1.050746796991665329e-26
8.519573297870625117e-01 5.279987653092089728e-01 -6.338982664729725823e-27
8.519573297870625117e-01 5.807986418401298589e-01 -1.973337102513915628e-27
8.519573297870625117e-01 6.335985183710507451e-01 2.696692201664412233e-27
8.519573297870625117e-01 6.863983949019716313e-01 7.566341420114104482e-27
8.519573297870625117e-01 7.391982714328925175e-01 1.258523859122963812e-26
8.519573297870625117e-01 7.919981479638134036e-01 1.780395359394386863e-26
8.519573297870625117e-01 8.447980244947342898e-01 2.310937772846743152e-26
8.519573297870625117e-01 8.975979010256551760e-01 2.849098276920137461e-26
8.519573297870625117e-01 9.503977775565760622e-01 3.385589197569391897e-26
8.519573297870625117e-01 1.003197654087496948e+00 3.911454221558378933e-26
8.519573297870625117e-01 1.055997530618417946e+00 4.407899979594710755e-26
8.519573297870625117e-01 1.108797407149338721e+00 4.870347129847859657e-26
8.519573297870625117e-01 1.161597283680259718e+00 5.303995099922859531e-26
8.519573297870625117e-01 1.214397160211180493e+00 5.680578107353773829e-26
8.519573297870625117e-01 1.267197036742101490e+00 6.000537401488732511e-26
8.519573297870625117e-01 1.319996913273022265e+00 6.281517366285749817e-26
8.519573297870625117e-01 1.372796789803943263e+00 6.521487093729457068e-26
8.519573297870625117e-01 1.425596666334864038e+00 6.715882550374663211e-26
8.519573297870625117e-01 1.478396542865785035e+00 6.854994794001761749e-26
8.519573297870625117e-01 1.531196419396705810e+00 6.935651544161662233e-26
