,1e+52,1.2915496650148934e+52,1.6681005372000556e+52,2.1544346900318954e+52,2.7825594022071144e+52,3.5938136638046405e+52,4.6415888336127536e+52,5.994842503189421e+52,7.742636826811215e+52,1e+53
10000000.0,71.77348809010319,80.39804909413641,91.53722133238371,105.92411997404,124.50560359020444,148.50458959645437,179.50053821559774,219.53340191318748,271.2378815419608,338.0168249835279
12915496.650148828,55.57160520751336,62.249289572004166,70.87394609120891,82.01319921585781,96.40016715018834,114.98171043600024,138.98074776205323,169.9767402368207,210.00964104530607,261.71415171992857
16681005.372000592,43.02707570047094,48.19736418830377,54.87512250672302,63.49984165333091,74.63914842878096,89.02616256315243,107.607745584024,131.60681686589396,162.60283807428004,202.63576292043888
21544346.900318824,33.3143020868463,37.317468691959576,42.4878144396334,49.165621248176464,57.79038193465124,68.92972448111513,83.31676938090028,101.8983786925278,125.89747222179516,156.8935120416789
27825594.022071257,25.794054219713143,28.893560737774255,32.89677167710288,38.06715496891854,44.744993940271904,53.369782322943585,64.50914868994997,78.89621394571259,97.47784048269192,121.47694842216592
35938136.63804626,19.971399411431783,22.37123474259994,25.4707755870339,29.474015595428064,34.64442378973967,41.322284205252465,49.9470910313051,61.08647315920557,75.47355175193256,94.05518944621161
46415888.33612782,15.463129256590845,17.321234597929383,19.72109650676139,22.82065985831708,26.823919147809455,31.994343945554906,38.67221864110774,47.29703767024827,58.43643012447587,72.82351735589481
59948425.03189409,11.972539403982317,13.411202888376568,15.269328807834997,17.669208143113966,20.768786423323768,24.772058568251982,29.942494422513835,36.62037856647446,45.245205590915084,56.38460473376813
77426368.26811278,9.269902449972244,10.383807337538197,11.822486754823336,13.68062616694676,16.08051706094043,19.180105294647326,23.183386000234645,28.35382917005549,35.031719504486595,43.65655170768697
100000000.0,7.1773488090103195,8.039804909413641,9.153722133238372,10.592411997404001,12.450560359020447,14.850458959645437,17.950053821559777,21.953340191318752,27.123788154196077,33.80168249835279
